adid,itemid,level
M5XNK,3ENBZ,silver
BB5G5,RTZXP,platinum
GX02E,YS7K0,other
F7LWM,ZHNQD,gold
THJKW,06DXB,other
IVDK1,GMBNE,silver
TJE98,RXHU7,silver
4QH2W,YCDVQ,other
B8014,URWH5,platinum
XGBLH,UF2VN,platinum
MMCCY,YL8IR,other
0K69A,NN99C,gold
3MC9B,P11QZ,platinum
ECPVJ,H1MJD,silver
QSJMP,C96NR,platinum
7ND4W,X724U,other
QUF08,8SXW9,platinum
3FE4X,NA7OM,silver
64LZ3,76KQY,platinum
OSHW9,J4142,platinum
ZVPT7,UVJB2,platinum
A6VKI,BIH0E,gold
WCSA1,SXPWS,silver
DA9UD,DJOFF,gold
G9IM4,ZIWAI,platinum
0B836,F42D4,gold
0RVM6,YHBN5,platinum
Q9277,5RP36,silver
L8G9H,Q6S50,other
140UB,YQOHG,silver
SXZV3,JU8DL,platinum
XJVH2,8JQOY,silver
SG8ES,JXY8R,other
B15LD,W5F96,silver
1O5YC,BJ697,platinum
N3CC8,07OKK,other
RQHHB,UDH4E,silver
Z93AR,DKKMI,platinum
KD4EO,WV94C,other
X2ZGX,YLA7I,gold
XM7Y5,7UPJJ,other
PJ1DZ,DZ31Q,silver
8LNXG,WZFBO,silver
TCM0D,N4SUN,other
35TNT,MPIAB,gold
NN4T7,H5Y1H,platinum
C5JDN,CU9YS,other
U57VS,1Z6JT,silver
JQAKR,3RM9X,silver
JVY7T,VKWSS,other
RQSJF,OXOEB,gold
UWS65,10VC6,platinum
QBLBV,A043H,other
3THZK,G57JV,silver
9EU4G,CV467,gold
WL65C,5PYO4,silver
GLAAA,TFO7G,silver
XB62S,PYGFN,other
B5A69,CL8KI,other
JLNQ7,XK15G,platinum
FXR6U,I0BII,silver
TLQ8I,HWA18,silver
L4HJ6,QNSC4,platinum
G7ZYX,KK8F4,other
I080C,ZX8TZ,platinum
XSV3B,CX7X2,gold
07MV1,80Q0Q,silver
UZAZ9,PHGIR,silver
0ULED,UDVEB,gold
V9VZK,S7EBB,silver
VU0SH,T3EAG,silver
NNU66,XUOQN,silver
5MBH6,Q7LRF,silver
Z0WD7,40MFQ,platinum
SIJCZ,5JTDK,other
A7UD9,FCTJ0,platinum
SN7GB,ENFF8,other
XOJSA,L0MPT,silver
HGD9M,O0B6O,platinum
K5E0O,TREMP,other
RO6NT,NTDCM,platinum
5T6GT,KEIVV,platinum
6RLD3,PROFG,silver
AH464,YC3WI,gold
LYXAZ,97MPY,gold
BCLEC,RCISL,other
RDIDK,9L6Y7,gold
0RYRD,OCRZE,gold
806KP,EC912,silver
X6WBZ,C18NM,other
I39XM,IV5AL,silver
1V596,PT21L,silver
E9NKU,P92DM,silver
2RA34,R4AQ6,gold
5IYR3,31CW1,gold
UDN3P,H7D5V,silver
YC4UE,9EGOQ,gold
0CRNR,T1TKT,other
RPJ47,1QGU1,platinum
HQANN,7HOK9,platinum
JIC4R,S2GYU,silver
0MMHH,YCIGI,silver
KYKD8,0BY8G,platinum
96QPT,KRW2B,other
RDLA4,610KF,gold
9YKOB,0L5MO,other
2LVAD,Y77KF,other
Y96IV,PP7IF,platinum
GWGV5,17T1F,platinum
ZZYOG,XQP6J,silver
B9EOV,V750Q,platinum
T76UG,KZYKC,other
IZKG1,L1NKD,platinum
EV1SU,MWHPD,silver
83AAW,PA4QZ,gold
CIKTN,PWB53,silver
UP3GH,ESPUE,platinum
LRYBE,H0W12,gold
D2CBG,C4WZ9,silver
WNEZ1,4B49P,silver
ZPBFQ,RUN1R,gold
WXJQI,QXUFV,other
31QC2,9UYJN,silver
31G9C,BMX1A,gold
9WS9Y,LFTY5,other
P34EP,QUTVA,other
1WSUI,BVXSW,platinum
UKBQA,NGNDE,other
61WDS,EIBS0,silver
7HJ4C,23ANT,platinum
9BOXV,6D2JW,other
RXKDW,FSBWT,silver
JJOPJ,Q1MSF,gold
SPT5E,3FYUV,gold
80ERD,6G928,silver
I0DM8,5WXE4,other
G7QA4,DNJA4,silver
N7040,UT4ZU,platinum
GH6RV,RIQN6,other
603JC,OIZSU,platinum
U9IC4,6XGS3,gold
O64YK,RS0AU,other
FC220,DEJ7Z,silver
JJYG9,17PIH,platinum
AB8I5,XEHU2,silver
B74KL,C6XFV,other
G7T10,HDRV1,silver
NQ5BK,LTJXN,platinum
65R5M,7P2UK,platinum
SBZPI,S0B27,platinum
ZBYUG,AXVVV,silver
007V5,B84I1,silver
P81NK,R6JKG,other
YMRUI,DG8KZ,platinum
G6E7W,57VM3,platinum
N950Q,9AND1,gold
OQO8E,91EHE,other
QGM7W,3GPKJ,gold
LD1O4,VRECO,gold
CGOGN,MYKNI,silver
I4CEI,RYEJM,platinum
K53I4,42JI4,silver
ELO1D,AEJ3P,silver
JNOQP,RJN1V,other
KIQLX,SLGWH,platinum
3TTU6,FT2JA,other
UHKLP,WVX20,gold
OWL8F,PUU71,silver
VVCLE,QIL4P,other
QVFKC,EX595,other
4LOD5,WIUJ4,platinum
JFATM,IX6P3,silver
VXYUR,OT7KI,silver
1UYCK,P7DXM,gold
TLPQE,R636K,gold
EMJSU,S0RP1,silver
TPDQ9,XFNKK,gold
ERGO7,E0SO8,silver
FLV5V,SPDE8,silver
Z2G06,6MEEZ,other
WBQEJ,64U58,other
RPC3R,G82UL,platinum
6U62L,DARQ1,other
HR1L3,0RIK3,other
YUOIR,0TZUP,other
H4I5B,OID8L,silver
CWJLI,GLYAK,gold
9XRLT,1M8JK,gold
KW2RC,RUVID,gold
5RDZM,20JRI,silver
3KKO2,COJVH,platinum
MF8CO,M2FAP,gold
OI9T6,TUVNQ,platinum
LPTTC,F0NTT,silver
OIAII,M1Q54,gold
9W16X,VVFC5,other
XO3XT,VOYBV,platinum
VKYC0,FEA30,silver
DX5LA,AOJR3,platinum
5G8KY,AAAVU,other
EFE9S,G25WT,other
SD7IH,Q82Q9,gold
HVFJW,9XKBX,platinum
GHFDL,R0WUW,platinum
S4K0L,X3O4G,silver
LD0UK,UPRM1,other
C4HFM,AQDIG,silver
1BKK3,M9Q2L,other
HESQS,I6CPJ,silver
TCSWW,NTH6Y,platinum
FX17W,ULFV3,platinum
NH44J,6SCTF,other
UJ872,SVMX2,silver
62ZSE,6NE9K,platinum
Z3JI6,YS4YO,gold
KC5HX,P5KSZ,gold
XIF50,YNLMD,gold
70RGW,ADZWR,gold
5TLTG,LZI0P,other
C50OY,YEGVE,silver
CYRIT,8S2NG,silver
073W6,R8Y1A,other
WLVJ0,KPH7K,gold
RCKRI,EP9G5,other
8L0UG,EC6R4,platinum
HQ6NM,HZY77,gold
WMWYR,TK5LF,silver
YOZPI,WDFYE,other
3VYCQ,X3PT8,silver
7E0S9,WI4QM,other
WWK2T,OMIGS,gold
VRZ7P,P69NU,other
8G1PQ,O3H9Y,gold
0VG7Y,ORQLC,silver
V3V3M,Q4VDG,platinum
A94ZR,UJPDH,silver
TBD7X,TB7MV,other
LKX7E,NRZ97,silver
2BY31,TA98F,silver
XHYMS,0IMJU,silver
D5ASJ,9FMBF,other
OTLDB,SC1QX,other
L38IC,5UII6,other
UEV9M,VFKLZ,gold
AUCSF,3F9TL,silver
FCH02,ABDAO,platinum
NS7N1,D4UOM,other
I4HZY,44T8U,other
RGQJP,5U8QH,platinum
T7J75,55BUX,other
BO2OI,R2B8M,platinum
13Q3J,HY8GL,silver
YCVII,NL6K0,gold
AGXZ2,6G1TQ,platinum
L4B2Q,TX5SJ,platinum
BBNOF,8W6LP,gold
J72JM,W1BXE,silver
KCJUZ,YZ4FM,silver
J6KAY,RDHCK,other
KNZM9,3P37K,other
ZDRQ9,1LM97,gold
3KCNN,JT7JX,platinum
RUTOC,ABCAG,other
Y3TOX,BJ697,silver
25UEK,QNWWM,platinum
VWLUY,TCKYI,platinum
O81KU,3NUCI,other
28W5L,WIX3U,platinum
NUQQX,K3KR7,gold
AP55D,ZNU5M,gold
IG94G,2HRYS,platinum
4M2LF,R9HZ5,platinum
W9EKN,0OXQB,platinum
PRBZA,U1ZSH,other
F3XF8,ODWV9,other
QAVNP,YZF44,other
SBTS3,ZT4V0,platinum
CFN5L,VLUQR,gold
T7BRT,9D537,silver
828VZ,88OL6,platinum
LN04G,VOU0Q,platinum
C4R3W,DNXAG,gold
48GK5,XBDQ1,platinum
9LHPF,25MF2,silver
XCZ1R,QJANL,other
DJU6H,TATTA,silver
SU2JO,M1RI7,silver
S3RBF,VWAPL,other
F0NTT,HVYMM,platinum
LVE4U,QKWZB,gold
MK3DW,LM2FF,other
PFW3M,CEX9Q,silver
3CKXR,978PI,silver
BBCAY,D8Y7I,platinum
RUY45,DMRC3,platinum
GVOA8,4OCSD,gold
4I4EA,VCBZD,platinum
UANW6,UR4H6,gold
TLAG0,JGRUB,silver
8DQKC,DHRDF,silver
QO8UG,J0RLJ,silver
CFH17,RJN1V,gold
5KOCH,JBI9O,platinum
0IMJU,G75D4,gold
G3UZV,DI9MA,other
XPKP5,J5W8A,gold
1FBU0,F82A8,silver
2PLT9,29ZGA,gold
4PPQ4,20K0I,gold
U7170,CYKJ0,other
PHXDC,ZZS73,other
G2T09,9HWOZ,silver
4TCBL,3KMKD,other
PVQAR,YZG2A,other
PZJIJ,QK4GT,gold
3SC7Q,MB43W,other
E7PZQ,3X4LN,platinum
G9K1E,6S4YU,platinum
5HLBH,HIBFV,platinum
9XIY9,A884E,silver
HR7GB,HPTEO,gold
IY749,TZFJZ,other
LZQN8,V2XB0,gold
P29GP,CEOIC,other
7OBRT,KDGIQ,gold
K3J93,AV6BW,silver
P8KP2,II66G,other
LJDON,UZGQE,gold
F5DE2,U1MPE,silver
9JBCX,DZ0XF,gold
L59WR,HSHGF,platinum
WJX31,BE3B0,silver
GVEPA,QX676,platinum
Y21X4,518WM,silver
GDR5L,HLKKF,silver
NJYLL,9SMV6,gold
PXIUN,8SI4V,other
KNILC,TH1UH,platinum
F1OL4,6JAAH,platinum
AS010,HXFPX,platinum
78AD3,DAO0F,silver
G9F4I,0AIAC,platinum
F36KU,ALP68,other
JOHSL,N48HZ,platinum
OLEL3,7T4ME,silver
GOQ1A,YPZDA,gold
Q7VJP,0425T,silver
JMAHB,TZN76,other
GG7X6,W5MNX,gold
VUB7L,9P1PN,gold
4KHUR,L6KJR,silver
65A2G,CWOBE,silver
G608S,FTUGA,platinum
WH6HL,XV3QE,platinum
54K0S,BLWZY,platinum
SJMF9,TL33P,silver
YXVD0,V6NN8,silver
X7NTZ,O061O,platinum
WL0IV,LFAYI,other
MKF9W,MKGP8,silver
J4720,1IAYF,gold
D9PPU,KHEPJ,platinum
5U3JI,ZVVTC,gold
OOZ9I,XTPS4,silver
ZWCIN,B0ZGN,silver
7MFED,MOIYX,gold
HMNJC,0R25W,silver
8RMV0,A34BI,platinum
R5LI6,N3SJZ,other
6GD6V,G0FYV,silver
GIA7W,5C7SX,other
K2PYL,VM62D,platinum
SWP6A,X5XLS,gold
XZNIM,UNCZI,other
FQD0J,ONXIY,other
11KWX,W5DBR,silver
Z63RM,VJCU1,gold
8L6QK,ZV96V,gold
T65TY,ASSXS,other
XVZTV,DJ4L0,gold
J261C,BVIS4,platinum
LZV2T,KMF18,gold
LQHEO,AB8I5,gold
CQ92T,F5DP1,silver
VRNCJ,OO7AU,silver
1KXB2,4KHUR,platinum
YHWKW,CRGE1,gold
6G5LI,YOTF6,silver
X7OE9,HLJIH,platinum
T2WGS,DNQ6X,silver
THRDS,HI6LQ,other
M8M8V,PWAEF,silver
7WN7N,XANZT,silver
XMLQB,W1G69,platinum
VJGJS,RTZXP,gold
8OVWK,TK8L8,silver
HWDWP,Y2KGG,other
CGN23,6XUMM,silver
AMFD2,2WIBF,other
8IUIC,FGHI7,gold
ODS32,TJQOV,platinum
H73UN,IC674,gold
63DGG,1BO43,platinum
SSPZR,X4MWD,other
MLKMA,ORE33,silver
L3HFM,67OA1,other
GKRON,ZULPT,other
ZTYM3,01HJM,gold
W5PXA,MXG2J,other
9RRGD,W2VOB,other
TXGFV,CSB5R,gold
SQDQC,1AA2C,gold
JWL4T,Y9KUM,gold
ZGV3E,XFCDR,platinum
CIB26,0QHP8,platinum
J9BTR,LY430,gold
XICO1,LZVVL,gold
S23H5,PQHZ6,other
F1VBA,CY0HK,other
72SXR,G1TIF,other
YOGIZ,HMQHC,gold
ZKHFH,R3HOK,platinum
TYCVU,E3GSE,gold
UYWMI,9JTUO,platinum
1YVJJ,J52AU,other
8WR6B,3JCQV,platinum
AL0ZF,E2KKR,other
KPIZC,AMS8H,silver
OP838,N13VP,platinum
B6CDN,DZ4LF,silver
ON9IB,UDN3P,gold
YXTSW,A27OA,gold
PFX1G,SOODT,silver
IKMAR,RLMFM,gold
IMDKM,E0FR3,platinum
MW7UM,YKDHX,gold
IH8GH,564A0,other
87HJ9,99N5H,silver
OJ1C4,X6QZ8,platinum
0KD9H,UNHIT,other
3TDBP,IHDQS,platinum
1BFBF,PRKTP,platinum
JU7RT,ZICO6,other
UWIUV,KXJIW,gold
JI9BL,DY2YC,gold
8VBMU,2PAL6,gold
28W85,O3ZN5,other
SMF4Q,PCJ9R,gold
6EBY3,8TDSR,platinum
H7BKR,HJ2KC,platinum
UAO12,01FY0,other
9NGJW,R27AN,silver
50UF2,62TGP,gold
JCEVH,BK7L2,silver
S9L79,8J5CL,platinum
M7DPA,11QFF,gold
LHEFM,7P9R1,platinum
4ZSJC,0HT6P,silver
W01TR,5KTHF,other
MAQQY,1J5N2,silver
B8Q2S,MOEMV,silver
BIBDR,PV3U0,other
07CO3,3SQQT,gold
YR8F8,43LX4,platinum
I0HRX,TJEI1,platinum
8MN02,P5KSZ,other
O8WYC,1ZMQH,platinum
6NYB7,UQQIO,other
QFLR8,UNBIO,gold
46NUM,J7SCA,other
JU93D,DB00L,platinum
Y2MC7,VZVZN,platinum
UJWRL,ITY0F,other
YOKFC,GJD91,other
7E5UF,7Q3SH,gold
7HH4P,GGVA0,gold
H3NJ5,MQQVX,silver
135MH,YFP4S,platinum
UXL6W,PWAD9,silver
I5CBX,NB5EY,platinum
QXUCZ,NQCU8,other
EHCA6,60NKZ,gold
ZLD45,NPEC1,other
1XNBD,O38J9,other
OQD51,IVZSP,gold
2RC4O,UNKPK,silver
MZYJY,5R6BR,gold
HGJCL,TSC1W,other
5WFRX,JY36T,other
XBTXB,UYDNG,silver
2Z1E7,YJOSM,platinum
Q82KD,77JDY,other
JKZFU,FU76E,other
UA4HO,W9K96,platinum
GQIKI,AVUUC,silver
9U6E5,NA6UB,silver
2C8U3,UF789,other
8BOO4,GOBQL,silver
I729Q,LAHCE,silver
FYO1K,77JTI,other
JGXIB,9BKTO,gold
SE2MS,XVC1J,other
Z626S,YR9IC,silver
9YBC7,70RGW,silver
4BHQC,5DHY3,silver
MM55Q,TL3HF,platinum
WWR9O,DUBDY,other
4E4BU,LO1Z9,silver
CXFK8,HX2G9,gold
UT22I,JO2LS,silver
UBNE9,QOYDI,silver
W0XA9,1QOZT,other
SXR5E,4WA9Z,platinum
W866J,GNMYE,gold
EDOWS,5DN5Q,platinum
A2E6V,MFJHF,platinum
AAIXU,9W9VI,other
VAMUK,7WPPD,other
ND3EQ,ZIRCK,other
L26UW,GR5XS,other
O289O,D73A7,silver
R1CKC,BLZLD,gold
9YOED,GIFO0,platinum
7BLST,5ZOKU,other
XET1M,X4SF8,gold
US4SQ,FELTH,other
4EG43,CKID2,other
Y9PVA,B92EA,silver
4CULE,W5L17,platinum
AV5Z6,RVB6G,other
Z60HW,63URO,gold
NV7EC,XNVJ3,gold
KD628,JPL75,gold
7FC6N,UGQFT,platinum
MAVNP,W5A3N,other
VWFUL,XVPYJ,silver
33CSZ,AYPZC,gold
7HH7E,LXN8C,silver
QVT8S,7FZ85,silver
EMKRO,YR8F8,silver
LLCQX,AR8E8,platinum
QRL9S,ISAQS,gold
D1V1S,8FYI2,gold
KYEXI,ZGXFX,platinum
R89CH,P3LCR,gold
1LTPT,AVY0Y,other
NDTA1,LXSA8,other
A8PLW,T9D8D,other
KYK2F,2XWI9,gold
3PK8J,W1660,platinum
OV2JZ,ACV5K,gold
Q0ZLY,LHYK7,other
K5BJQ,CY6Y6,silver
MM7J3,O0M6V,platinum
GZ2DG,GFUMB,platinum
43ZUK,B80M9,platinum
HOVZF,THU86,gold
G2W79,FMAQR,gold
IL4KS,5K743,gold
JERY7,E4KM4,silver
6Y4MW,OJH4H,platinum
CMA5Q,1ZYH6,other
K1DFN,Q36IC,platinum
3X48W,SP00H,silver
4T71X,MIQM6,silver
EQCCD,NOF67,other
YETSV,RBQIW,gold
1Q6HU,OSQNL,platinum
BBVOH,E8LHO,silver
LM6GP,4W5AK,silver
Z7JAS,CPWFJ,silver
ELW3Y,X4MWD,gold
P2XG3,83TCU,other
87OLP,FHOIY,other
EUATX,KTJZ4,gold
9KADE,YSRFE,gold
N2JKY,RZKY2,gold
QH7XD,A5KSA,gold
9AQYO,VI56W,platinum
HWBJR,2XN2Z,gold
M2XZ9,N0DPL,other
YWQ8M,ZZOCN,other
WRTXP,WEE6F,silver
ZXZQI,RZ5HM,gold
ZDCPZ,EOBKG,silver
SN0VQ,CW8N2,other
SW7Z2,7B7IV,silver
MQ5F3,UX3W6,platinum
VVJB6,SE9BS,gold
TRTQQ,A6QTQ,other
O929F,168WM,silver
NMMVR,47PBO,silver
MGZ4N,IWQC1,other
09NWC,NTRGP,gold
G2RKY,1W4OJ,platinum
8453O,Z6VDD,other
9KI8C,OJI4X,silver
J9N5G,TASKW,silver
R1W5U,T53L6,platinum
Z0QXL,DFOCE,gold
51EID,IKDP3,platinum
MI6A1,5GISC,gold
610II,KRXYV,gold
OYT6S,WJ5PN,other
IVJG4,Z7NJP,gold
L2UJI,2ZSSF,gold
WGHBR,3T1HX,gold
VIWDB,A1XY8,gold
55ZJI,PYGY9,other
NTR28,98XKP,platinum
BE7L4,D9JEH,other
7GWUV,JPMCQ,other
JVGEU,ITC42,gold
S52N9,1KPIU,gold
UK8KB,LMXBI,silver
BJBVO,TQBFW,other
X19I2,WD7WA,platinum
HDRZ3,L7TGG,other
6AJ1Z,ZVR5Z,silver
FW3F4,Y3N1C,gold
BD9HP,ZUKPT,platinum
21AGN,H9DQU,gold
84FYU,VENW5,platinum
75N9P,ZYHQK,gold
SXRJ0,DGNF5,other
D6GVO,4LCAQ,gold
HHIPS,GS3YH,silver
2VXOF,UGN5G,silver
UTVAD,7L80Q,silver
33SSG,QPZG2,silver
UNBAW,TL0NY,silver
RXIRJ,K4I57,platinum
ELUVZ,7VBGQ,silver
CHYV2,VHELJ,platinum
D1RXA,I5RIG,silver
1YVJ1,VFVUN,other
BLYA4,H0OLZ,other
UOFYS,BM3E7,platinum
NKXF7,QEWZZ,gold
O4Z7B,9GRUK,silver
8YH1S,MSLQP,gold
8EA3R,GOMSF,silver
DSARB,5PELH,other
H5FWP,OPVHO,platinum
1W8R0,O7LY0,platinum
UJX2E,LLM1D,silver
8RB1K,H0GV3,platinum
OF3PY,4Z87B,other
2OYPQ,URWH5,other
Q6A2K,WVXME,platinum
SHNW8,TUE1V,silver
1AYLH,FPMGH,silver
8TY2V,2KXP4,gold
HHSYO,ZY9RE,silver
KT555,E5TLF,other
DUU15,5OO3P,gold
8VV8A,C45KV,gold
JFZRL,89K5F,other
3PNLB,AUINM,gold
4A5HS,NX1KF,gold
4A1S5,7HMIA,platinum
I88M5,46HHW,platinum
HERSN,FK2UR,silver
Z9TT1,G68DR,silver
IH41U,TJGTT,other
3B13U,Q8J30,gold
FHA5U,X3LHT,platinum
4QRBF,R96SU,other
1SQK4,ZBYYU,platinum
XPM1F,UXQ69,gold
LTHZQ,I7DTD,platinum
AWXPP,LO7SA,silver
JJRSQ,PWT57,silver
FZIV0,YJEBI,platinum
WYEAG,P8XBQ,other
7I4QZ,8XAHD,other
PUUIW,FGV1V,gold
D566I,JMZEX,silver
Q4S3H,4UVPA,gold
NQ273,ZRC8K,silver
ZRBEC,W03OM,silver
6QZ3W,JCSMX,silver
MPGLE,HP259,gold
NGGSP,CHZUB,other
29XRR,Q7TEU,silver
B0WUA,PCTT5,gold
GTRNT,9G4LA,platinum
PDJJ0,6GUIW,gold
3WQYV,63AUE,silver
NW8ZP,A4NV9,platinum
8IE5P,MA64O,gold
IQA8W,Y8W94,gold
GBJ5U,A19XQ,other
X1RC5,LBYQP,silver
4UCTZ,AOJDH,other
UQ9GL,62P37,other
BMS5N,4IBZ1,platinum
0AA4X,5R4I1,gold
ZV4AL,E6FLL,platinum
Y9DXU,V3N5P,silver
GGRA7,EHME0,other
ZN60K,DVWDE,other
ZSQQC,6WB7Z,other
YLYYO,99N5H,gold
BR5MH,CR21Q,platinum
CQCGT,LQW6M,gold
NUOMU,LPQEA,gold
ARIKY,Y9K0O,gold
9Y0CP,QIFJB,platinum
8XZZE,2V7W9,silver
B8ZXQ,BHCJY,gold
4TAQ6,KT9SA,gold
1S2XF,1XJKL,platinum
SBWTY,TWRKK,other
C2QHG,85TQL,platinum
6Y1Y8,ZWILZ,gold
I5K2I,I6L3Z,silver
MTKNX,PA0LB,silver
36BK4,21N2P,platinum
YLBIN,3Y5VR,gold
WE5QX,ILX7C,gold
LAU68,MTBL8,gold
HEUBD,T3LBZ,other
JX22W,2Y97I,other
VW72L,GRFG9,other
7OAD1,WASXQ,gold
5OW2A,IROSS,platinum
VWU43,30ANU,platinum
994ZE,EPOSZ,gold
RMTEX,DARQ1,silver
IVIFT,2P8EP,platinum
JOSPD,X9CLC,gold
ZA3HO,ZHUAD,gold
B8M6Y,WIA9H,platinum
ZN492,GHBRA,gold
98YSO,K66A1,silver
R1VRC,JPMCQ,other
NMG6Z,P8ENU,platinum
C1JDQ,PKJPZ,gold
PFANI,HXFPX,silver
TSLCK,G8JAV,other
8YIMG,6XTEZ,other
VGJIW,30QV1,platinum
T9XKB,3C0M7,silver
PIF80,K8J6O,platinum
8SZF3,5KRPW,gold
KWUFT,T6CZ1,other
3N4OD,2RY1O,silver
GAOK6,TL2N5,silver
EINDR,7KRXT,silver
4ZB9N,ZAS9T,gold
DR5C0,2P8EP,platinum
BA9CM,M4FHX,gold
QTYRU,6EPJN,silver
3PAFX,51FKT,other
1UZVF,9P9LY,gold
WIF6B,NSKH8,silver
NX7DY,ODIZH,gold
NT6CF,BSACM,gold
QHLC2,OOU7I,silver
YLN96,VKKP8,other
4U0G0,6JI8O,other
DUUU8,H2FXX,other
STA5T,0R25W,silver
BLDBC,DXRY2,other
D2B3D,IFFX8,platinum
PI7Y1,H2QBI,silver
5LRD7,79BEM,gold
LPMIV,2FO4K,silver
0YI0B,NPUHK,platinum
JHP9H,B94JZ,silver
CJ0F1,PYGY9,gold
YWRH6,BD9HP,silver
Q7R6J,AZ33I,gold
32AW1,SMK34,other
OBCO4,CZIJG,platinum
TPD6K,PQ0P5,other
6U11W,V92GO,other
TUFF5,CUPAW,gold
FWL9H,ZAYT5,gold
6FXDT,YU74H,platinum
EGCNC,U4PLI,other
WBG2C,UPEP7,platinum
4XU7W,6CF97,gold
U3UUI,7ZGCQ,gold
FESEP,WOB11,other
NQ3MK,H9AEI,other
V8RX2,QD9K4,silver
G8GXQ,3NGDN,silver
0CA0X,ZK6X3,gold
DGRR4,DQIGN,gold
NO5FE,CBAGZ,platinum
WP1H4,2UDEV,platinum
1VFA0,SWJ4X,silver
3HI7H,TLCX8,platinum
7RSO7,2LIGE,silver
VXYRE,29MAH,platinum
E5RYU,DCZWA,other
1FBF0,HSUXP,platinum
O54F3,LH7F7,silver
09Y0O,4G5AV,platinum
RPMWW,B5T0Y,other
KNNEA,PNXYV,silver
9RQ0L,WLGH6,other
CNFM8,UPJQ9,gold
YJ35V,2HI3Q,other
254NQ,X4BIW,platinum
6R0RM,57ALX,platinum
LOABU,19IGV,silver
GGLHW,K82YZ,silver
L62P8,M4XRC,platinum
QMZAD,89AW6,silver
Y64TD,H4VMN,other
D63LI,TR7MN,other
NRXPD,PWNU7,gold
5VUVI,Z8ARP,silver
FPW5L,HN88Y,other
B6ZKM,4CXAF,silver
8QG3B,W7DR1,other
MJNSU,D6XYM,silver
I1K49,A7294,other
9D04J,ZSYGA,gold
Z9EE9,XNFUA,gold
45JY3,6GAQ5,other
H6HRS,3LXFM,platinum
IVZFP,KXAEK,platinum
ABLZL,D6NXO,gold
IITBX,QIFKY,other
I7TS1,95B89,silver
88SY9,CSZCN,gold
IPEZ6,S7MF0,platinum
4MRY1,IVQEB,platinum
R3FFM,C66JA,platinum
2UW6M,KHEPJ,platinum
M3G6N,Z1L9Q,silver
Z4V4W,3CMBC,gold
YTZ7V,XEQNI,gold
QMPFC,5JZ1Z,other
UAWAA,NO2LM,platinum
BTF7G,5J1AW,silver
338EL,YHO6P,silver
Z5O75,I4PMP,gold
C82TI,249LY,other
DKUNX,FQRK2,other
7OVU0,4BM5K,gold
8K5NV,EVVBQ,platinum
O18LC,J0ZOG,silver
B1UU5,M69W2,gold
KQBBS,I6SAJ,silver
4DWAI,RW7DU,gold
A4D5Z,X6CNK,other
UYK25,B26BL,platinum
5IO7K,OAJWJ,silver
2CENT,1WXFW,other
6F8ZV,OXUKB,other
GSML6,3UO3F,other
T4784,HJIFX,other
TZ2U0,K59CY,silver
C6BCN,J4IVC,platinum
OMI8B,R66KL,gold
5WMTT,Q9PZU,platinum
3VTHS,3PO4Q,platinum
YF00T,9P0NA,platinum
LO00W,KJPWB,silver
HXMOH,61QRG,gold
ITCYH,712OL,gold
QQ1QJ,PAXIB,platinum
EGX3E,RJWPA,gold
VEBEU,1AH4D,other
FIDCI,GQ46R,gold
PSBME,FMKPK,silver
R9ZH3,U3S21,platinum
O1PJA,Q678Z,silver
O32NC,NM4I2,gold
CSBS6,TOF8J,other
0NXMT,IMK9T,gold
XLZG8,6PG6C,silver
7BPAZ,J4AC4,other
70OXL,2DMWI,platinum
Q4XXS,Q0QAL,platinum
IIPJU,SOJSM,other
FNV0M,EDAEF,gold
N20AR,1JA6J,other
I2SY9,IJEVL,other
6GYQZ,HZUHR,silver
X4W7I,TNHU5,silver
UHQJJ,93M9J,platinum
TO4WM,42JER,platinum
